RegionID,SizeRank,RegionName,RegionType,StateName,Jan-96,Feb-96,Mar-96,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20
395229,175,"Wilmington, NC",Msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163699,163177,162993,162357,162094,161551,161285,161268,161583,162155,162625,163214,163528,164184,164657,165613,166199,167242,168241,168857,169065,168804,169024,169327,169862,170097,170353,170552,170792,171041,170858,171034,171234,171830,171892,171952,172445,173088,173646,173434,173204,173221,173500,173637,173867,174105,174678,174769,174685,174612,174744,175313,175892,176396,176988,177175,178084,178638,179507,179770,180193,180733,181484,182357,183637,184743,186061,189029,190109,192022,192641,195742,198476,201212,204063,207119,210168,213267,216182,218605,222059,225506,229448,232053,234841,237630,241084,243855,246231,248330,250247,251248,252426,253255,254701,256304,258115,260032,259185,258143,256820,257038,257208,257310,256258,254067,252303,251194,250530,249014,248026,247829,247427,245431,242998,240804,239848,239789,238465,235892,232403,229813,228308,226337,224808,224003,223721,222568,220311,218508,218194,218162,217585,216348,214799,213458,211823,209950,207173,205591,204761,203932,201592,199217,197856,196945,196048,194723,193761,192526,192551,191957,191672,189995,189170,188835,188673,188381,187645,187515,187377,187786,187987,188126,188205,189545,191074,192212,193112,194649,197147,199272,200896,202020,202425,203802,204303,204528,204369,204123,203836,202636,201484,200863,200925,201290,202390,202498,203451,204321,205466,206556,207673,209266,210777,211516,211509,211635,211617,212490,213020,213883,214430,215644,217052,217979,217974,218556,220152,221859,223225,223850,224022,224265,225339,226809,227919,229273,231296,233331,234893,235797,236857,238075,240948,243362,244847,244597,244649,245055,245540,245872,246098,246971,248010,249162,249522,249651,250135,251621,253077,254940,256085,257788,258785,259499,260002,261271,262769,264740,266269,267802,269289,270223,271553,272482,274094,275735,277423,278416
394741,176,"Kennewick, WA",Msa,WA,113951,113969,114080,114281,114511,114488,114273,114057,114010,113986,113899,113794,113803,113837,113647,113082,112305,111834,111699,111676,111517,111470,111586,111784,112006,112078,112182,112535,113239,114092,114831,115427,115913,116276,116560,116854,116913,117480,118539,120103,121505,122614,123700,124691,125663,126438,127270,128051,128965,129620,130028,130242,130547,131025,131495,132107,132781,133611,134359,135175,136108,136936,137571,137921,138261,138619,139093,139543,140061,140518,141130,141725,142337,142959,143165,143333,143385,143761,144282,144732,145332,145758,146300,146800,147467,148013,149668,151430,153311,154485,155093,156320,157030,158351,158833,159511,160237,161701,163007,164051,165409,166783,168459,168730,169238,169400,170583,171600,171829,171544,171145,171872,172156,172990,173919,175996,178031,180073,181636,183097,184814,186304,187292,187657,187978,188085,188040,187799,187637,187225,186851,186582,186502,186339,186226,185979,185806,185468,184953,184357,183839,183508,183458,183310,183268,183103,182913,182242,181141,180162,179470,179015,178383,177612,176551,175587,174648,174004,173331,172671,172650,172666,172949,172924,173295,173890,174410,174847,175166,175612,176370,176874,177652,178364,179181,179827,179953,180186,180163,180148,180075,179996,179816,180852,181427,182117,181841,181678,181528,181098,181089,181127,181025,180958,180742,180339,179654,179044,178997,179182,179653,179968,180310,180606,181211,181665,182189,182198,182617,182873,183219,183319,183438,183782,184154,184484,184878,185402,185870,186174,186549,186922,187315,187637,188151,188724,189371,190379,191313,192223,193273,194865,195977,197530,198802,200744,202364,204116,205931,207421,208636,209640,211077,212945,215236,216752,218422,219712,221022,222326,223381,224806,226985,229698,231804,232586,233736,235802,238216,240830,243890,247043,250127,252585,254195,255302,256934,259861,262114,264559,267133,269508,271643,273690,276462,279222,282127,285955,289742,293895,298219,301466,303587,305502,306866,307894,308073,309360,310866,311725,312241,312097,312134,312746,314098,315685,317705,320002,322597,324522
394645,177,"Greeley, CO",Msa,CO,148369,149359,149913,151723,153150,154762,155819,156878,157759,158687,159668,160711,161429,161803,162197,162168,162588,162828,163600,164261,165033,165630,165983,166170,166744,167407,168569,169293,169999,170284,170809,171505,172403,173357,174167,174973,175732,176935,178612,180514,182276,184001,185664,186800,187581,188288,189803,191379,193094,194399,194435,194317,194289,195522,197037,198838,200616,202545,204135,205431,206872,208255,210266,212123,214123,215409,216373,217531,219082,220781,222117,223498,224484,225608,227079,228640,230319,231426,232682,233666,234563,235295,236004,236886,237670,238308,238335,238502,238316,238862,238913,239055,238753,238812,239218,239598,240075,240475,241063,241469,241920,242036,242536,242986,243840,244169,244383,244462,244595,244802,245133,245619,245570,245196,244745,244954,245385,245825,246104,246318,246833,247256,247348,246937,246686,246610,246140,245370,244370,243168,241825,240135,239423,238618,238271,237185,236877,236406,236334,235047,232900,231033,229372,228615,225475,222541,219037,217417,215716,214466,213107,212008,211229,210476,209727,208301,207874,207434,207363,206463,205156,204151,203224,202901,202793,202625,202315,202208,201944,201726,201474,201704,202170,201881,201465,200964,200739,200331,199647,198548,197843,197208,196701,195693,194592,194030,193485,193265,192754,192907,193803,195689,196901,198049,198468,199388,199952,200663,201504,202277,203531,204326,204670,204341,205067,205982,208111,209730,212212,213914,216046,217845,219831,221757,223791,226123,228268,230537,232153,234461,236304,238662,240520,242762,244591,246720,249101,251700,254039,256592,259677,261935,264242,266838,269851,272662,274899,277672,280160,282438,284474,286072,287633,289808,292054,294144,296129,298576,302056,304967,308522,311312,314251,316703,318803,321099,323830,326552,328856,330312,331827,332802,333459,335161,337747,340794,344023,347061,350271,352980,355930,358851,360720,363162,365184,367627,369355,370447,370670,370659,370448,371437,372026,373340,374302,374902,375727,376125,376719,377674,379272,381117,383003,384305,385973,387361,389618,392147,394906,397734
395197,178,"Waco, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108396,107724,107316,107053,107370,107966,108350,108631,108866,109076,109334,109778,110256,111205,112228,112877,113194,113322,113700,113928,114329,114842,115575,116106,116521,117016,117663,118201,118078,117797,117575,117788,118018,118343,118437,118392,118262,117988,117513,116594,115784,114908,114473,114511,114323,113835,112883,112068,111552,111230,111387,111638,111761,111760,111321,110508,109983,109699,109824,109785,109863,109766,109427,108998,108962,109130,109480,109536,109574,109626,109780,109943,109741,109555,109532,109814,109753,109430,109208,109193,108943,108475,108051,107908,107830,107676,107496,107216,107180,107228,107273,107391,107456,107681,107709,107800,107985,108183,108245,108209,108207,108340,108441,108672,109151,109560,109922,110158,110654,111077,111416,111711,112242,112892,113486,113781,113940,114200,114675,115166,115135,115437,115864,116787,117214,117536,117787,117864,117999,118123,118355,118248,118437,118931,120035,120876,121445,121666,122170,123348,124764,126072,127306,128946,130712,132085,132701,133196,134017,135576,136981,138077,139041,140349,141590,142696,143499,144100,144882,145864,147286,148499,149520,150497,150863,151349,151848,152571,153359,154229,154880,155346,156002,156505,157210,157508,158579,158874,159139,159532,160459,161537,162650,163915,164804,165843,166927,168496,169902,171911,174080,176172
394937,179,"Olympia, WA",Msa,WA,140349,140227,140199,140131,140116,140196,140349,140599,140746,140983,141439,142039,142329,142565,142761,143346,143882,144334,144926,145253,145854,146137,146260,146170,146678,147432,148206,148244,148468,148740,148698,148965,149105,149720,150091,150526,150662,150858,151100,151739,152071,152311,152555,152821,153105,153254,153654,154132,154783,155199,155605,155956,156309,156658,157065,157364,157691,157970,158377,158748,159000,159244,159544,159909,160494,161100,161760,162300,162881,163482,164119,164768,165485,166247,166871,167451,168090,168918,169788,170705,171551,172629,173703,174937,176018,177259,178642,180015,181181,182193,183233,184587,186055,187418,188618,189817,191325,192993,194703,196477,198094,199585,200848,202311,203945,205922,208047,210617,213181,215402,217669,220025,223312,227227,232174,237160,242432,247095,251722,255412,258930,262234,265103,268255,271395,274420,276562,277889,278306,278572,279059,280426,280985,281645,282798,284720,285501,284707,284026,283660,283756,283279,282386,281004,280783,280856,280952,279754,278438,278298,277227,275925,274225,273551,272669,270615,269227,267668,265527,261562,258435,256789,256063,255579,254886,254455,254686,255019,253784,251999,251394,253143,254505,253540,251383,248723,246343,243850,240837,239310,237872,236379,233842,229738,226176,222582,221565,220503,219651,217586,215974,213645,211703,211122,210824,212468,212519,213526,212265,211944,211694,212962,214027,215358,216327,215993,216035,215420,216442,217639,219492,221079,222401,223069,223556,224067,225426,227657,228624,229448,229821,230172,230515,230466,231145,231589,232453,233063,233291,232808,234018,235245,236991,238032,239366,240774,241972,244148,246203,247882,249503,251839,253854,255790,256983,258894,260648,262532,263771,264057,264746,266621,269245,271347,273277,274462,276491,277887,279872,282600,285405,289007,291273,293758,294982,297486,299084,302516,304665,307945,310428,312397,314863,316503,319156,320518,322859,323598,324718,325025,327561,330155,332721,333865,334674,336397,339630,342746,345562,348250,352532,356965,360459,363799,367895,373737,380093,386511,391939,398672
394323,180,"Amarillo, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103752,103803,104157,104754,105560,106235,106839,107368,107858,108245,108623,108951,109405,110084,110660,111217,111524,111974,112506,113010,113474,113813,114255,114772,115389,116036,116518,116887,117039,117120,117043,117242,117688,118667,119392,120040,120093,119825,119446,119032,118912,119074,119654,120000,119944,119429,118883,118243,117686,117717,117915,118201,118134,117832,117154,116361,115747,115671,116012,116575,117019,117020,117031,117134,117356,117269,117228,117380,117606,117260,116611,115986,115801,115661,115287,114863,114452,114430,114338,114082,113808,113647,113730,113503,113314,113156,113382,113511,113601,113669,113801,114269,114692,115323,115554,116017,116206,116445,116546,116630,117018,117265,117782,118093,118429,118610,118936,119212,119628,120089,120435,120859,121019,121434,121678,121901,122102,122337,122776,123238,123537,123668,123854,124175,124652,125036,125306,125588,125840,126118,126268,126497,126901,127656,128520,129319,129907,130292,130770,131228,131776,132309,132808,133274,133719,133982,133977,133856,133729,133884,134046,134235,134443,134665,135118,135464,135786,135941,136457,137060,137927,138591,139202,139694,139919,140174,140189,140436,140689,141145,141459,141496,141800,142148,142884,143331,143761,143801,143741,143816,144100,144495,144795,145357,145677,146100,146335,146934,147761,148970,150429,151803
394387,181,"Binghamton, NY",Msa,NY,69723,69470,69089,68557,68199,67971,67757,67393,67127,66857,66641,66480,66371,66368,66525,66605,66523,66320,66157,66166,66137,66142,66254,66381,66569,66570,66628,66642,66689,66799,66931,67278,67628,68063,68312,68562,68744,69050,69357,69722,70138,70548,70996,71317,71580,71816,72055,72190,72173,72276,72534,72935,73197,73551,73892,74127,74297,74396,74731,75098,75636,76044,76305,76506,76869,76985,77133,77280,77675,78042,78335,78784,79275,79760,80286,80724,81146,81522,81859,82199,82537,82903,83248,83447,83572,83710,83890,84209,84342,84571,84723,85184,85632,86176,86590,86994,87443,87910,88341,88693,89247,89932,90698,91219,91549,91852,92270,92797,93283,93915,94565,95266,95926,96562,97296,97859,98642,99417,100322,101100,101837,102508,103306,104094,104857,105452,105953,106650,107339,107932,108351,108933,109802,110445,110607,110611,110775,111258,111793,112383,112912,113816,114888,116066,116743,117450,118310,119073,119737,120020,120092,120037,119921,119596,118839,117559,116484,115707,115212,115245,115037,115196,115433,115773,115846,115601,115664,116143,116761,117212,117653,117498,117329,116804,116484,115775,115474,115188,114988,114135,113087,111787,110777,110111,109599,109183,108481,108380,107804,107450,106877,106840,106873,106864,106638,106435,106568,106683,106938,106876,107197,107463,107683,107960,108441,109433,109893,109909,109355,108812,108189,107906,107726,107837,107976,108421,108430,108112,107913,108268,108846,109367,109884,109866,109683,109166,108818,107934,107548,107524,107760,107576,107345,107357,107536,107703,107932,108219,108611,109152,109208,108878,108646,108862,109347,109268,109049,109027,109172,109409,109363,109418,109638,109953,110102,109903,109259,109418,110001,111034,111516,111692,112050,112558,113383,114152,114859,115697,117152,118339,118911,119015,119371,120048,120631,120619,119971,119464,119522,120265,120500,120329,119902,119666,119701,119749,119960,120438,121449,122166,122717,122813,123155,123862,125073,126362,127527,128681,129810,131094
394660,182,"Hagerstown, WV",Msa,MD,114230,114288,114302,114351,114253,114214,114076,114109,114116,114150,114137,114159,114595,114951,115307,115307,115568,115789,116225,116431,116665,116872,117115,117382,117071,116851,116651,116929,117267,117541,117749,117975,118319,118750,119217,119639,120071,120488,120793,121166,121310,121673,122047,122513,122789,122901,123163,123325,123658,123818,124256,124714,125458,126058,126550,126824,127192,127583,127932,128732,129676,130639,131215,131269,131375,131629,132384,133300,134195,135125,136015,136592,137111,137557,138293,139260,140335,141276,141933,142633,143444,144368,145283,146142,146929,148249,149651,151342,152455,153686,154796,156030,157256,158547,159939,161603,163220,164717,165871,166600,167449,168451,170140,171914,173590,174992,176456,177939,179908,181771,183781,185653,187744,189946,192077,193895,195874,197849,199994,201937,203652,205041,206250,208154,210264,212131,212834,213514,213825,214388,214160,214132,213549,212840,212404,212134,212383,212042,211831,211576,211187,210600,209566,208584,207947,207977,207500,206067,203582,201323,198958,195787,193597,191349,190936,189307,187703,184963,182512,179702,176934,174527,173590,173601,173052,172609,171567,171441,171327,171302,170041,169200,168746,169545,169324,168788,166957,164517,162006,159810,157008,154927,155141,156866,158068,156777,154512,152831,152937,154248,154406,154037,154671,155926,156246,154752,153435,153122,154146,155026,155449,155444,156379,157675,158441,158469,158330,159097,160409,162108,163466,164412,164925,165228,165708,166158,166833,167439,167987,168125,167639,167153,166689,166609,166924,167351,167290,167364,166988,167237,167574,168326,169442,170157,171150,171579,172024,172559,173285,173541,173879,173396,173270,172885,173173,173755,174080,174517,174606,174352,174604,175337,176458,177800,178959,180208,180239,180295,180577,181731,183006,184477,185476,186457,187267,188110,188441,188937,190301,191588,192518,192571,193171,193738,194583,194824,195062,195304,196053,196983,197816,198886,199826,200288,200086,199595,199438,200018,200976,201914,202725,203476,204297,205147,206432,208543,211108,214131,217105,220071
394412,183,"Bremerton, WA",Msa,WA,135313,135421,135696,136058,136549,136856,137248,137611,137998,138217,138320,138449,138333,138279,138061,138307,138295,138461,138439,138519,138490,138675,138967,139270,140180,141161,142141,142369,142717,143151,143698,144113,144617,145106,145629,146051,146008,146049,146219,146842,147341,147782,148157,148607,149230,149946,150775,151593,152413,153025,153479,153891,154437,155147,156065,156868,157155,157468,157824,158582,159245,160107,161010,161933,162686,163208,163535,163951,164755,165690,166686,167575,168528,169424,170337,171380,172663,174077,175749,177398,179140,180698,182295,183820,185146,186261,187333,188576,189803,191002,192158,193427,195064,196807,198495,200035,202182,205012,207904,210102,212091,214553,217140,220331,222871,226066,228974,232151,235167,238821,242540,246783,250899,255471,260459,264755,269236,272818,277546,282674,287589,290166,292843,295888,299827,302975,305147,307755,310043,312240,313029,313526,313530,313461,313567,314843,317123,317794,317817,316437,315427,314758,313911,312756,311523,312195,312484,310551,305865,301742,298669,296895,295423,293006,290969,288622,286890,283932,280248,276982,274571,273449,272049,270781,268574,267561,266140,264779,263168,262901,263906,264637,265434,264693,263984,261756,260911,259406,259062,258901,258148,255603,251857,248942,246512,244922,243346,242680,240724,238780,235943,233685,231578,230825,230633,230192,228642,227345,226738,227191,227917,229229,230421,230875,232526,233043,234344,235210,237926,240207,241399,241088,241497,241209,242324,243491,243939,244756,244570,244928,244661,245202,246860,248457,249404,250469,250839,251347,251764,253283,255643,258348,260428,261963,263155,265465,268133,270979,273525,276410,280150,282715,285137,287149,290458,293774,296670,298949,301576,304994,308359,311683,313614,316610,319156,321927,323256,324461,325876,327979,329593,330808,332681,334950,337663,338675,340034,342048,345852,349823,353754,357313,360084,361871,362466,363772,365706,369411,371824,373082,374105,375397,377422,377027,378347,379753,383800,386293,389170,390752,393997,398115,402111,406239,410185,416618,422664,429792,435815,443315
394772,184,"Laredo, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139938,140082,139863,139626,139613,139918,140461,141020,141736,142267,142644,142946,143476,143751,144386,145112,145946,146376,146502,147368,148280,149643,150448,151449,152189,153222,154426,155765,156426,157091,157836,157246,156253,154983,155306,155589,155760,155847,155691,155445,155267,155184,155010,155007,155105,155299,155193,154966,154782,154491,154327,154045,153812,153370,152899,152686,152509,152361,151966,151696,151519,151374,151234,151104,151030,150849,150697,150500,150262,149926,149509,149083,148761,148481,148189,147801,147332,146839,146542,146378,146455,146392,146370,146322,146926,147587,148161,148178,148217,147828,147960,147973,148498,148617,148884,149240,147873,146409,145355,146060,146930,149002,149439,150066,149280,149940,150477,150581,150938,151167,151271,150786,150198,149362,149465,149381,149949,149912,149891,150424,151782,153602,154752,155510,156198,156642,157240,157903,158715,158989,159059,159072,159271,159148,159604,159802,160344,161006,161614,162178,162481,163202,164247,164873,165139,165198,165629,166182,166609,166419,166121,165852,165980,166126,166456,167361,168036,168822,168700,169148,169099,169499,169452,169560,169704,170438,171853,172973,173894,173829,174044,174105,174168,174029,173789,173564,173632,174662,174493,173236,170732,169539,168950,168063,167307,166520,165969,165278,164250,162239,160673,159883
394811,185,"Lynchburg, VA",Msa,VA,78293,78667,79053,79644,80181,80574,81132,81581,82065,82579,82887,83204,83612,84159,84521,84751,85113,85683,86028,86404,86707,86857,87528,88068,88505,88397,88481,88966,89247,89419,89542,89823,90101,90467,90457,90585,90648,91074,91414,91748,92227,92847,93406,93925,94397,94985,95378,95831,96263,96894,97507,98150,98717,99166,99649,100243,100884,101526,102202,102920,103643,104246,104803,105357,105930,106539,107135,107800,108432,109007,109591,110127,110679,111270,111933,112641,113172,113652,114117,114935,115795,116600,117077,117514,117894,118136,118364,118607,119117,119586,120134,119416,118778,118151,118444,118733,118961,119522,120142,120820,121336,121931,122385,123340,124252,125433,126307,127215,128455,129697,131208,132576,133822,135228,136786,138948,140691,142102,143552,145052,146554,148028,149153,150385,152047,153326,154407,154749,155755,156933,157768,158749,159572,160325,160912,161259,161285,161635,162457,163856,164875,165518,165919,166125,165967,165442,164730,164119,163661,163140,162299,161016,159830,158898,158318,157607,156994,156424,155943,155357,154617,153744,152864,152177,151501,150812,150129,149559,149193,148939,148841,148752,148632,148503,148250,147993,147611,147348,146949,146510,145885,145318,144750,144364,144114,143978,143907,143751,143667,143471,143307,143160,143083,143065,143061,143029,142957,142876,142877,142970,143053,143208,143405,143643,143839,143990,144100,144186,144276,144385,144478,144624,144763,144921,145098,145473,145857,146178,146356,146594,146849,147081,147357,147345,147585,147655,148023,148144,148510,148991,149769,150444,150937,151440,151827,152749,153327,154196,154573,154854,154952,155020,155114,155215,155706,156269,157046,157523,158119,158479,158959,159761,160657,161429,162128,162816,163464,163786,164028,164164,164524,164957,165606,166182,166667,167364,167893,168566,168860,169426,169959,170853,171723,172695,173648,174202,174778,175316,176203,177048,177747,178335,178821,179094,179182,179136,179231,179862,180637,181364,181924,182543,183560,184695,186046,187536,189262,191180,193105,194992
395240,186,"Yakima, WA",Msa,WA,,,,,108942,109340,109485,109834,109933,109925,109887,109901,109957,110032,110064,110136,110155,109977,109908,109846,110020,110390,110820,111235,111483,111654,111827,111932,112277,112635,113072,113448,113922,114272,114506,114652,114855,115147,115543,116083,116350,116417,116335,116325,116425,116525,116762,116900,117362,117736,117988,117844,117735,117868,118003,118271,118435,118762,119056,119497,119262,118983,118709,118968,119158,119168,119174,119017,118881,118642,118519,118385,118525,118747,119121,119353,119705,120067,120513,121029,121465,121911,122238,122591,122935,123189,123372,123562,123796,123985,124204,124554,125101,125643,126121,126623,127295,127969,128766,129417,130032,130829,131557,132151,132547,133032,133672,134215,134293,134471,134429,134872,135241,135641,135998,136441,137109,137802,138534,139231,140640,142116,143730,144618,145695,146804,148221,149482,150582,151595,152462,153537,154080,154827,155813,157102,157988,158265,158619,159380,160323,160874,160871,160746,160228,159747,158905,159224,159707,160273,160181,160056,159747,159826,160697,161638,163636,164244,164122,161349,159015,158443,158721,158591,158051,157569,157194,156405,155128,155100,155953,158725,161028,161774,161999,162159,162393,162102,160417,159613,158449,157320,156149,154616,153279,151582,149044,146731,145275,145032,146360,146851,147833,148410,149267,149768,149937,150280,151963,153747,154560,154288,153442,153303,152825,152005,150249,149138,148987,149381,149526,149275,149989,151046,152121,152289,152238,152576,153397,153153,152530,152626,152415,152599,151713,151285,150533,150259,150738,151728,153669,156709,158968,159631,160209,160936,162410,163033,163954,165589,167451,168743,168207,167538,167566,168705,169715,170680,171562,172815,174249,174924,175256,176062,178012,179562,180804,182109,183915,185806,187279,188916,190496,192261,193511,194821,196263,197966,200079,201788,203821,205000,206677,208790,210351,212046,213334,214464,215415,216551,218338,221353,224200,227389,228955,229866,231886,234214,237533,240470,243379,246151,248245,249488,250607,251947,254528,257348,259520,261272
753875,187,"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,104977,105174,105468,105962,106415,106913,107419,108011,108153,108473,108637,109102,109371,109850,110310,110958,111544,112117,112562,113064,114490,115702,117022,117147,117421,117448,117920,118258,119027,119759,120950,121954,122569,123051,123628,125667,128270,131225,133089,134733,135878,137079,137820,138442,138901,139667,140843,141792,141939,141272,140740,140825,141189,141915,142516,143335,144124,144783,145256,145580,146090,147388,148633,149568,149838,149916,150366,150807,151354,151764,152259,152767,153385,152955,153351,153285,154806,155866,156945,157484,157950,158706,159196,159733,160831,162319,163446,165076,165738,166862,167428,169177,170527,172256,174348,177366,179720,182419,184389,187036,190300,194060,198111,201975,207653,213277,219287,223845,228925,234414,241999,249163,255631,262787,271780,280446,287165,293575,298868,304358,307876,311588,314187,316286,318218,317524,315370,312530,309991,307139,303459,299994,298606,296567,294333,291326,288961,286405,282906,279794,277367,274736,273065,271283,267733,264208,259994,257189,252816,249565,247043,244493,241047,237324,233363,230771,229299,227020,224102,220561,219299,218014,216638,214897,213671,213303,213368,211789,210015,209400,210697,211706,210977,209799,208247,207207,206041,204820,203464,202563,201374,199806,196956,194840,193144,192249,191840,191464,190743,190050,189387,189549,189440,189380,190092,190896,191927,192371,193065,193392,194545,195390,196222,196023,197449,199457,201099,201808,202235,203366,204261,206046,207456,208519,209898,211950,213214,213056,212957,213658,214864,215427,215864,215610,215193,215530,215649,216108,216067,217330,218444,219283,219979,221177,222528,223799,225041,226095,226522,226644,226821,226699,226758,227335,228049,228085,227698,227844,228680,229969,231815,232718,233479,234411,235977,237739,238903,240343,242154,243757,244903,245193,245673,247020,250217,252306,253784,253109,253976,255340,257217,258630,259591,260758,261731,263082,262823,263333,263621,265909,267913,269791,271054,272096,273295,274654,276101,277438,279284,281214,283483,285372,286984,288558,290443,292942,295802,298777,301900,304923
395161,188,"Topeka, KS",Msa,KS,73803,73864,73931,74066,74176,74308,74444,74562,74618,74668,74747,74850,75336,75847,76339,76423,76530,76667,76868,77019,77216,77362,77566,77769,77295,76726,76137,76225,76422,76563,76619,76817,77092,77501,77724,77893,78247,78701,79235,79677,80022,80348,80661,80940,81187,81345,81607,81921,82405,82819,83177,83317,83551,83858,84284,84660,85018,85348,85747,86161,86613,87014,87392,87727,88075,88409,88719,88989,89258,89528,89806,90094,90371,90656,90953,91270,91542,91817,92043,92337,92587,92890,93122,93366,93554,93785,93997,94269,94458,94713,94914,95312,95716,96228,96615,97020,97320,97667,97962,98335,98783,99055,99508,99706,100108,100322,100824,101298,102036,102644,103370,103829,104454,105151,105634,105943,106100,106398,106600,106677,106691,106820,106972,107225,107357,107579,108013,108631,109160,109522,109815,110187,110459,110735,111037,111383,111621,111777,111905,112135,112437,112829,113341,113848,114312,114539,114545,114395,114260,114147,113991,113886,113684,113399,112831,112420,112194,112285,112293,112418,112584,112817,112940,112775,112635,112526,112562,112582,112397,112062,111958,112010,111969,111770,111435,111091,110726,110467,110284,109874,109557,109152,108775,108001,107477,107038,106916,107097,107401,107464,107490,107436,107492,107465,107332,107709,107957,108249,108167,107829,107441,107274,107284,107328,107230,107202,107314,107306,107143,106811,106718,106892,107212,107555,107541,107744,107747,108120,108358,108395,108729,108976,109344,109378,109554,109618,109644,109626,109858,109885,109977,110207,110211,110443,110507,110629,110304,110106,110251,110435,110640,110913,111098,111051,110935,110922,110998,111460,111878,112310,112514,112826,113027,113191,113520,114149,114996,115990,117024,117571,118112,118470,119243,119906,120669,121095,121307,121526,121759,121961,121914,122000,122333,122900,123381,123678,124253,125163,126157,126918,127424,127360,127435,127842,128756,129423,129670,130202,130610,131143,131586,132202,133013,134309,135666,136848,137577,138505,139830,141153
